url,name,price_raw,alcohol_raw,volume_raw,vintage_raw,grape,country,image_url,price,vintage,alcohol,volume_ml
https://grandcru.vn/ly-cocktail/ly-riedel-bar-dsg-op-sour/,Ly RIEDEL Bar DSG OP Sour,4 2.280.000 ₫,,217ML,,Cocktail,ÁO,https://grandcru.vn/wp-content/uploads/2024/07/ly-riedel-bar-dsg-op-sour.png,2280000.0,,,217.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-perrot-minot-chambertin-clos-de-bezegrand-cru-2018/,Rượu vang đỏ Perrot-Minot Chambertin Clos-de-BèzeGrand Cru 2018,2018 21.538.000 ₫,13.0,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/perrot-minot-chambertin-clos-de-bzegrand-cru.png,21538000.0,2018.0,13.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-trang-famille-paquet-pouilly-fuisse-premier-cru-2021/,Rượu vang trắng Famille Paquet Pouilly-Fuissé Premier Cru 2021,2023 726.000 ₫,13.0,750ML,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/famille-paquet-pouilly-fuiss-premier-cru.png,726000.0,2023.0,13.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-khong-con-oh-la-la/,Rượu vang đỏ không cồn Oh Là Là,1855 2.244.000 ₫,0.0,750ML,,CABERNET SAVIGNON,PHÁP,https://grandcru.vn/wp-content/uploads/2025/06/oh-la-la-gc.jpg,2244000.0,,0.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-citran/,Rượu vang đỏ Château Citran,1855 5.445.000 ₫,13.5%,750ML,,CAB FRANC,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/chteau-citran.png,5445000.0,,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-pavie-2015/,Rượu Vang Đỏ Chateau Pavie 2015,24.200.000 ₫,14.5,750ML,,CABERNET SAVIGNON,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/chateau-pavie.jpg,24200000.0,,14.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-gruaud-larose-2018/,Rượu Vang Đỏ Château Gruaud Larose 2018,1855 6.292.000 ₫,13.5%,750ML,,PETIT VERDOT,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/chateau-gruaud-larose-2018.jpg,6292000.0,,13.5,750.0
https://grandcru.vn/qua-tang/hop-qua-tang-cf-collefrisio-bb-2-chai/,Hộp Quà Tặng CF Collefrisio B&B (2 chai),6.600.000 ₫,,,,Unknown,Unknown,https://grandcru.vn/wp-content/uploads/2025/09/hop-qua-tang-cf-collefrisio-bb-2-chai.jpg,6600000.0,,,
https://grandcru.vn/ruou-vang-my/ruou-vang-do-antica-cabernet-sauvignon-mountain-select-2019/,Rượu vang đỏ Antica Cabernet Sauvignon Mountain Select 2019,871.200 ₫,14.7,750ML,,CAB SAUVIGNON,MỸ,https://grandcru.vn/wp-content/uploads/2024/06/antica-cabernet-sauvignon-mountain-select.png,871200.0,,14.7,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-bouchard-pere-fils-gevrey-chambertin-les-cazetiers-premier-cru-2007/,Rượu vang đỏ Bouchard Père & Fils Gevrey-Chambertin Les Cazetiers Premier Cru 2007,16.367.000 ₫,13.5%,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2025/02/bouchard-pere-fils-gevrey-chambertin-les-cazetiers-premier-cru-gc.jpg,16367000.0,,13.5,750.0
https://grandcru.vn/ruou-vang-my/ruou-vang-do-to-kalon-vineyard-highest-beauty-2019/,Rượu vang đỏ To Kalon Vineyard Highest Beauty 2019,2018 16.577.000 ₫,14.5,750ML,,CAB SAUVIGNON,MỸ,https://grandcru.vn/wp-content/uploads/2024/06/to-kalon-vineyard-highest-beauty.png,16577000.0,2018.0,14.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-esprit-de-pavie-2018/,Rượu vang đỏ Esprit de Pavie 2018,2017 1.133.000 ₫,14.5,750ML,,CAB FRANC,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/esprit-de-pavie.png,1133000.0,2017.0,14.5,750.0
https://grandcru.vn/ruou-vang-y/ruou-vang-trang-attems-sauvignon-blanc/,Rượu Vang Trắng Attems Sauvignon Blanc,774.000 ₫,12.5,750ML,,SAUVIGNON BLANC,Ý,https://grandcru.vn/wp-content/uploads/2024/05/Attems-Sauvignon-Blanc.png,774000.0,,12.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-haut-roc-blanquant-2016/,Rượu Vang Đỏ Haut Roc Blanquant 2016,5.082.000 ₫,14.5,750ML,,CABERNET FRANC,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/haut-roc-blanquant-saint-emilion-grand-cru-2016.jpg,5082000.0,,14.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-trang-domaine-fontaine-gagnard-chassagne-montrachet-clos-de-murees-premier-cru-blanc-2022/,"Rượu vang trắng Domaine Fontaine-Gagnard, Chassagne-Montrachet Clos de Murées Premier Cru, Blanc 2022",2019 6.556.000 ₫,13.5%,750ML,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/domaine-fontaine-gagnard-chassagne-montrachet-clos-de-mures-premier-cru-blanc.png,6556000.0,2019.0,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-domaine-faiveley-mercurey-1er-cru-clos-des-myglands-monopole-2022/,Rượu vang đỏ Domaine Faiveley Mercurey 1er Cru Clos des Myglands Monopole 2022,2022 4.345.000 ₫,13.5%,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2025/11/domaine-faiveley-mercurey-1er-cru-clos-des-myglands-monopole-gc.jpg,4345000.0,2022.0,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-sam-panh-champagne-billecart-salmon-brut-nature-1-5l/,Rượu Sâm Panh Champagne Billecart-Salmon Brut Nature 1.5 Lít,6.050.000 ₫,12.0,1.5L,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/champagne-billecart-salmon-brut-nature-1-5l.jpg,6050000.0,,12.0,
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-domaine-faiveley-marsannay-2022/,Rượu vang đỏ Domaine Faiveley Marsannay 2022,14.036.000 ₫,12.5,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2025/07/domaine-faiveley-marsannay-gc.jpg,14036000.0,,12.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-sam-panh-champagne-dom-perignon-brut-2010/,Rượu Sâm Panh Champagne Dom Pérignon Brut 2010,22.990.000 ₫,12.5,750ML,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/champagne-dom-prignon-brut.png,22990000.0,,12.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-trang-louis-latour-puligny-montrachet-sous-le-puits-premier-cru-2020/,Rượu vang trắng Louis Latour Puligny-Montrachet Sous Le Puits Premier Cru 2020,2015 3.652.000 ₫,13.5%,750ML,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/louis-latour-puligny-montrachet-sous-le-puits-premier-cru.png,3652000.0,2015.0,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-leoville-las-cases-2nd-growth-grand-cru-classe-2015/,"Rượu vang đỏ Château Léoville-Las Cases, 2nd Growth, Grand Cru Classé 2015",1855 15.840.000 ₫,13.5%,750ML,,CAB FRANC,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/chteau-loville-las-cases-2nd-growth-grand-cru-class.png,15840000.0,,13.5,750.0
https://grandcru.vn/ruou-vang-y/ruou-vang-do-sessantanni-60-limited-edition/,Rượu vang đỏ Sessantanni (60 Limited Edition),,15.5,750ML,,PRIMITIVO,Ý,https://grandcru.vn/wp-content/uploads/2024/05/Sessantanni-60-Limited-Edition.png,,,15.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-trang-famille-perrin-chateauneuf-du-pape-les-sinards-blanc-2021/,"Rượu vang trắng Famille Perrin Châteauneuf-Du-Pape Les Sinards, Blanc 2021",835.000 ₫,13.5%,750ML,,CLAIRETTE,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/famille-perrin-chteauneuf-du-pape-les-sinards-blanc.png,835000.0,,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-trang-louis-latour-ardeche-chardonnay/,Rượu vang trắng Louis Latour Ardèche Chardonnay,2020 2.170.000 ₫,13.0,750ML,,CHARDONNAY,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/louis-latour-ardche-chardonnay.png,2170000.0,2020.0,13.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-montrose-2010/,Rượu Vang Đỏ Château Montrose 2010,1855 93.775.000 ₫,14.0,750ML,,CABERNET SAUVIGNON,PHÁP,https://grandcru.vn/wp-content/uploads/2023/06/chateau-montrose-2010-new.jpg,93775000.0,,14.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-gazin-1985/,Rượu vang đỏ Chateau Gazin 1985,2016 5.060.000 ₫,,750ML,,MERLOT,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/chateau-gazin-1985.png,5060000.0,2016.0,,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-louis-latour-aloxe-corton-domaine-latour-2016/,Rượu vang đỏ Louis Latour Aloxe-Corton Domaine Latour 2016,532.000 ₫,13.5%,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/louis-latour-aloxe-corton-domaine-latour.png,532000.0,,13.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-denis-mortet-gevrey-chambertin-mes-cinq-terroirs-2014/,Rượu vang đỏ Denis Mortet Gevrey-Chambertin Mes Cinq Terroirs 2014,2014 36.300.000 ₫,14.0,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/denis-mortet-gevrey-chambertin-mes-cinq-terroirs.png,36300000.0,2014.0,14.0,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-cos-destournel-2nd-growth-grand-cru-classe-15l-2020/,"Rượu vang đỏ Cos d’Estournel, 2nd Growth, Grand Cru Classé, 1,5L 2020",1855 7.260.000 ₫,14.5,15L,,C.FRANC,PHÁP,https://grandcru.vn/wp-content/uploads/2024/06/cos-destournel-2nd-growth-grand-cru-class-15l.png,7260000.0,,14.5,
https://grandcru.vn/whisky/ruou-first-edition-craigellachie-2007-14-years-old/,"Rượu First Edition Craigellachie 2007, 14 Years Old",2007 5.000.000 ₫,56.9,700ML,,Unknown,SCOTLAND,https://grandcru.vn/wp-content/uploads/2024/06/first-edition-craigellachie-2007-14-years-old.png,5000000.0,2007.0,56.9,700.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-chateau-lascombes-2018/,Rượu Vang Đỏ Château Lascombes 2018,1855 4.840.000 ₫,14.5,750ML,,PETIT VERDOT,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/chateau-lascombes-2018.jpg,4840000.0,,14.5,750.0
https://grandcru.vn/ruou-vang-phap/ruou-vang-do-louis-latour-gevrey-chambertin-2018/,Rượu Vang Đỏ Louis Latour Gevrey-Chambertin 2018,2020 3.461.000 ₫,13.5%,750ML,,PINOT NOIR,PHÁP,https://grandcru.vn/wp-content/uploads/2023/04/louis-latour-gevrey-chambertin.jpg,3461000.0,2020.0,13.5,750.0
